head	relation	tail	weight
Protein:A0A075B6G3	-observed_in->	PMID:21570848	0.925
Protein:P11532	-observed_in->	PMID:21570848	0.925
Protein:A0A075B6G3	-observed_in->	PMID:17980547	0.925
Protein:P11532	-observed_in->	PMID:17980547	0.925
Protein:A0A075B6G3	-observed_in->	PMID:23903056	0.97
Protein:P11532	-observed_in->	PMID:23903056	0.97
Protein:A0A075B6G3	-observed_in->	PMID:12118246	0.9666666666666668
Protein:P11532	-observed_in->	PMID:12118246	0.9666666666666668
Protein:A0A075B6G3	-observed_in->	PMID:12673596	0.9727272727272728
Protein:P11532	-observed_in->	PMID:12673596	0.9727272727272728
Protein:A0A075B6G3	-observed_in->	PMID:16246949	0.9
Protein:P11532	-observed_in->	PMID:16246949	0.9
Protein:A0A075B6G3	-observed_in->	PMID:9170393	0.85
Protein:P11532	-observed_in->	PMID:9170393	0.85
Protein:A0A075B6G3	-observed_in->	PMID:28581498	0.85
Protein:P11532	-observed_in->	PMID:28581498	0.85
Protein:A0A075B6G3	-observed_in->	PMID:12794683	0.9
Protein:P11532	-observed_in->	PMID:12794683	0.9
Protein:A0A075B6G3	-observed_in->	PMID:9441825	0.9842105263157894
Protein:P11532	-observed_in->	PMID:9441825	0.9842105263157894
Protein:A0A075B6G3	-observed_in->	PMID:11444921	0.9666666666666668
Protein:P11532	-observed_in->	PMID:11444921	0.9666666666666668
Protein:A0A075B6G3	-observed_in->	PMID:27908661	0.9769230769230768
Protein:P11532	-observed_in->	PMID:27908661	0.9769230769230768
Protein:A0A075B6G3	-observed_in->	PMID:34445659	0.925
Protein:P11532	-observed_in->	PMID:34445659	0.925
Protein:A0A075B6G3	-observed_in->	PMID:34955369	0.7
Protein:P11532	-observed_in->	PMID:34955369	0.7
Protein:A0A075B6G3	-observed_in->	PMID:30360568	0.94
Protein:P11532	-observed_in->	PMID:30360568	0.94
Protein:A0A075B6G3	-observed_in->	PMID:32977524	0.9
Protein:P11532	-observed_in->	PMID:32977524	0.9
Protein:A0A075B6G3	-observed_in->	PMID:34068508	0.9
Protein:P11532	-observed_in->	PMID:34068508	0.9
Protein:A0A075B6G3	-observed_in->	PMID:33396334	0.85
Protein:P11532	-observed_in->	PMID:33396334	0.85
Protein:A0A075B6G3	-observed_in->	PMID:35340200	0.85
Protein:P11532	-observed_in->	PMID:35340200	0.85
Protein:A0A075B6G3	-observed_in->	PMID:8504498	0.9625
Protein:P11532	-observed_in->	PMID:8504498	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:11496434	0.9
Protein:P11532	-observed_in->	PMID:11496434	0.9
Protein:A0A075B6G3	-observed_in->	PMID:16025101	0.9
Protein:P11532	-observed_in->	PMID:16025101	0.9
Protein:A0A075B6G3	-observed_in->	PMID:27230049	0.925
Protein:P11532	-observed_in->	PMID:27230049	0.925
Protein:A0A075B6G3	-observed_in->	PMID:33651920	0.85
Protein:P11532	-observed_in->	PMID:33651920	0.85
Protein:A0A075B6G3	-observed_in->	PMID:8301653	0.95
Protein:P11532	-observed_in->	PMID:8301653	0.95
Protein:A0A075B6G3	-observed_in->	PMID:15565644	0.7
Protein:P11532	-observed_in->	PMID:15565644	0.7
Protein:A0A075B6G3	-observed_in->	PMID:21914488	0.94
Protein:P11532	-observed_in->	PMID:21914488	0.94
Protein:A0A075B6G3	-observed_in->	PMID:8614119	0.925
Protein:P11532	-observed_in->	PMID:8614119	0.925
Protein:A0A075B6G3	-observed_in->	PMID:10093066	0.9
Protein:P11532	-observed_in->	PMID:10093066	0.9
Protein:A0A075B6G3	-observed_in->	PMID:11726549	0.95
Protein:P11532	-observed_in->	PMID:11726549	0.95
Protein:A0A075B6G3	-observed_in->	PMID:19926876	0.7
Protein:P11532	-observed_in->	PMID:19926876	0.7
Protein:A0A075B6G3	-observed_in->	PMID:7635962	0.975
Protein:P11532	-observed_in->	PMID:7635962	0.975
Protein:A0A075B6G3	-observed_in->	PMID:7981595	0.95
Protein:P11532	-observed_in->	PMID:7981595	0.95
Protein:A0A075B6G3	-observed_in->	PMID:8245351	0.9
Protein:P11532	-observed_in->	PMID:8245351	0.9
Protein:A0A075B6G3	-observed_in->	PMID:17826093	0.9571428571428572
Protein:P11532	-observed_in->	PMID:17826093	0.9571428571428572
Protein:A0A075B6G3	-observed_in->	PMID:26631896	0.85
Protein:P11532	-observed_in->	PMID:26631896	0.85
Protein:A0A075B6G3	-observed_in->	PMID:15917272	0.94
Protein:P11532	-observed_in->	PMID:15917272	0.94
Protein:A0A075B6G3	-observed_in->	PMID:29433343	0.9625
Protein:P11532	-observed_in->	PMID:29433343	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:31611157	0.7
Protein:P11532	-observed_in->	PMID:31611157	0.7
Protein:A0A075B6G3	-observed_in->	PMID:8580570	0.9
Protein:P11532	-observed_in->	PMID:8580570	0.9
Protein:A0A075B6G3	-observed_in->	PMID:25702278	0.9571428571428572
Protein:P11532	-observed_in->	PMID:25702278	0.9571428571428572
Protein:A0A075B6G3	-observed_in->	PMID:11376626	0.95
Protein:P11532	-observed_in->	PMID:11376626	0.95
Protein:A0A075B6G3	-observed_in->	PMID:31976522	0.9769230769230768
Protein:P11532	-observed_in->	PMID:31976522	0.9769230769230768
Protein:A0A075B6G3	-observed_in->	PMID:26084457	0.85
Protein:P11532	-observed_in->	PMID:26084457	0.85
Protein:A0A075B6G3	-observed_in->	PMID:28793824	0.85
Protein:P11532	-observed_in->	PMID:28793824	0.85
Protein:A0A075B6G3	-observed_in->	PMID:28790199	0.94
Protein:P11532	-observed_in->	PMID:28790199	0.94
Protein:A0A075B6G3	-observed_in->	PMID:26294044	0.9
Protein:P11532	-observed_in->	PMID:26294044	0.9
Protein:A0A075B6G3	-observed_in->	PMID:30103083	0.925
Protein:P11532	-observed_in->	PMID:30103083	0.925
Protein:A0A075B6G3	-observed_in->	PMID:24791785	0.9769230769230768
Protein:P11532	-observed_in->	PMID:24791785	0.9769230769230768
Protein:A0A075B6G3	-observed_in->	PMID:8952356	0.9
Protein:P11532	-observed_in->	PMID:8952356	0.9
Protein:A0A075B6G3	-observed_in->	PMID:26940570	0.9625
Protein:P11532	-observed_in->	PMID:26940570	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:10735273	0.95
Protein:P11532	-observed_in->	PMID:10735273	0.95
Protein:A0A075B6G3	-observed_in->	PMID:10674846	0.85
Protein:P11532	-observed_in->	PMID:10674846	0.85
Protein:A0A075B6G3	-observed_in->	PMID:10679964	0.9571428571428572
Protein:P11532	-observed_in->	PMID:10679964	0.9571428571428572
Protein:A0A075B6G3	-observed_in->	PMID:9288752	0.94
Protein:P11532	-observed_in->	PMID:9288752	0.94
Protein:A0A075B6G3	-observed_in->	PMID:23330010	0.925
Protein:P11532	-observed_in->	PMID:23330010	0.925
Protein:A0A075B6G3	-observed_in->	PMID:21851881	0.9
Protein:P11532	-observed_in->	PMID:21851881	0.9
Protein:A0A075B6G3	-observed_in->	PMID:11427517	0.7
Protein:P11532	-observed_in->	PMID:11427517	0.7
Protein:A0A075B6G3	-observed_in->	PMID:18562127	0.9625
Protein:P11532	-observed_in->	PMID:18562127	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:22318092	0.7
Protein:P11532	-observed_in->	PMID:22318092	0.7
Protein:A0A075B6G3	-observed_in->	PMID:9484605	0.7
Protein:P11532	-observed_in->	PMID:9484605	0.7
Protein:A0A075B6G3	-observed_in->	PMID:16228906	0.9625
Protein:P11532	-observed_in->	PMID:16228906	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:12920582	0.9625
Protein:P11532	-observed_in->	PMID:12920582	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:19379983	0.9
Protein:P11532	-observed_in->	PMID:19379983	0.9
Protein:A0A075B6G3	-observed_in->	PMID:11515275	0.9
Protein:P11532	-observed_in->	PMID:11515275	0.9
Protein:A0A075B6G3	-observed_in->	PMID:27707996	0.85
Protein:P11532	-observed_in->	PMID:27707996	0.85
Protein:A0A075B6G3	-observed_in->	PMID:15001448	0.9727272727272728
Protein:P11532	-observed_in->	PMID:15001448	0.9727272727272728
Protein:A0A075B6G3	-observed_in->	PMID:16859916	0.9625
Protein:P11532	-observed_in->	PMID:16859916	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:15695561	0.9
Protein:P11532	-observed_in->	PMID:15695561	0.9
Protein:A0A075B6G3	-observed_in->	PMID:8647839	0.975
Protein:P11532	-observed_in->	PMID:8647839	0.975
Protein:A0A075B6G3	-observed_in->	PMID:11918903	0.7
Protein:P11532	-observed_in->	PMID:11918903	0.7
Protein:A0A075B6G3	-observed_in->	PMID:11918913	0.9625
Protein:P11532	-observed_in->	PMID:11918913	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:18221418	0.85
Protein:P11532	-observed_in->	PMID:18221418	0.85
Protein:A0A075B6G3	-observed_in->	PMID:30155598	0.95
Protein:P11532	-observed_in->	PMID:30155598	0.95
Protein:A0A075B6G3	-observed_in->	PMID:29267303	0.9625
Protein:P11532	-observed_in->	PMID:29267303	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:10086389	0.9571428571428572
Protein:P11532	-observed_in->	PMID:10086389	0.9571428571428572
Protein:A0A075B6G3	-observed_in->	PMID:15494447	0.95
Protein:P11532	-observed_in->	PMID:15494447	0.95
Protein:A0A075B6G3	-observed_in->	PMID:27880847	0.85
Protein:P11532	-observed_in->	PMID:27880847	0.85
Protein:A0A075B6G3	-observed_in->	PMID:34091693	0.9625
Protein:P11532	-observed_in->	PMID:34091693	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:31612351	0.94
Protein:P11532	-observed_in->	PMID:31612351	0.94
Protein:P35609	-observed_in->	PMID:29355681	0.7
Protein:P35609	-observed_in->	PMID:30630173	0.7
Protein:Q13557	-observed_in->	PMID:35138512	0.7
Protein:A0A075B6G3	-observed_in->	PMID:19604578	0.85
Protein:P11532	-observed_in->	PMID:19604578	0.85
Protein:A0A075B6G3	-observed_in->	PMID:19577712	0.9
Protein:P11532	-observed_in->	PMID:19577712	0.9
Protein:A0A075B6G3	-observed_in->	PMID:20142806	0.9625
Protein:P11532	-observed_in->	PMID:20142806	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:18261911	0.925
Protein:P11532	-observed_in->	PMID:18261911	0.925
Protein:A0A075B6G3	-observed_in->	PMID:20383812	0.85
Protein:P11532	-observed_in->	PMID:20383812	0.85
Protein:A0A075B6G3	-observed_in->	PMID:29732464	0.9571428571428572
Protein:P11532	-observed_in->	PMID:29732464	0.9571428571428572
Protein:A0A075B6G3	-observed_in->	PMID:20407095	0.7
Protein:P11532	-observed_in->	PMID:20407095	0.7
Protein:A0A075B6G3	-observed_in->	PMID:30590561	0.7
Protein:P11532	-observed_in->	PMID:30590561	0.7
Protein:A0A075B6G3	-observed_in->	PMID:9736139	0.9
Protein:P11532	-observed_in->	PMID:9736139	0.9
Protein:A0A075B6G3	-observed_in->	PMID:12952841	0.9727272727272728
Protein:P11532	-observed_in->	PMID:12952841	0.9727272727272728
Protein:A0A075B6G3	-observed_in->	PMID:8720327	0.85
Protein:P11532	-observed_in->	PMID:8720327	0.85
Protein:A0A075B6G3	-observed_in->	PMID:23919455	0.85
Protein:P11532	-observed_in->	PMID:23919455	0.85
Protein:A0A075B6G3	-observed_in->	PMID:23929688	0.7
Protein:P11532	-observed_in->	PMID:23929688	0.7
Protein:A0A075B6G3	-observed_in->	PMID:26651149	0.7
Protein:P11532	-observed_in->	PMID:26651149	0.7
Protein:A0A075B6G3	-observed_in->	PMID:23297412	0.85
Protein:P11532	-observed_in->	PMID:23297412	0.85
Protein:A0A075B6G3	-observed_in->	PMID:22655514	0.85
Protein:P11532	-observed_in->	PMID:22655514	0.85
Protein:A0A075B6G3	-observed_in->	PMID:17190866	0.925
Protein:P11532	-observed_in->	PMID:17190866	0.925
Protein:A0A075B6G3	-observed_in->	PMID:17187461	0.7
Protein:P11532	-observed_in->	PMID:17187461	0.7
Protein:A0A075B6G3	-observed_in->	PMID:16825428	0.7
Protein:P11532	-observed_in->	PMID:16825428	0.7
Protein:A0A075B6G3	-observed_in->	PMID:15190010	0.9
Protein:P11532	-observed_in->	PMID:15190010	0.9
Protein:A0A075B6G3	-observed_in->	PMID:19069355	0.7
Protein:P11532	-observed_in->	PMID:19069355	0.7
Protein:A0A075B6G3	-observed_in->	PMID:28316061	0.925
Protein:P11532	-observed_in->	PMID:28316061	0.925
Protein:A0A075B6G3	-observed_in->	PMID:11121810	0.925
Protein:P11532	-observed_in->	PMID:11121810	0.925
Protein:A0A075B6G3	-observed_in->	PMID:11103252	0.9
Protein:P11532	-observed_in->	PMID:11103252	0.9
Protein:A0A075B6G3	-observed_in->	PMID:7576410	0.7
Protein:P11532	-observed_in->	PMID:7576410	0.7
Protein:A0A075B6G3	-observed_in->	PMID:7573761	0.9
Protein:P11532	-observed_in->	PMID:7573761	0.9
Protein:A0A075B6G3	-observed_in->	PMID:1549984	0.7
Protein:P11532	-observed_in->	PMID:1549984	0.7
Protein:A0A075B6G3	-observed_in->	PMID:19769982	0.925
Protein:P11532	-observed_in->	PMID:19769982	0.925
Protein:A0A075B6G3	-observed_in->	PMID:1915449	0.7
Protein:P11532	-observed_in->	PMID:1915449	0.7
Protein:A0A075B6G3	-observed_in->	PMID:16142295	0.7
Protein:P11532	-observed_in->	PMID:16142295	0.7
Protein:A0A075B6G3	-observed_in->	PMID:33099108	0.7
Protein:P11532	-observed_in->	PMID:33099108	0.7
Protein:A0A075B6G3	-observed_in->	PMID:7539316	0.85
Protein:P11532	-observed_in->	PMID:7539316	0.85
Protein:A0A075B6G3	-observed_in->	PMID:18061067	0.925
Protein:P11532	-observed_in->	PMID:18061067	0.925
Protein:A0A075B6G3	-observed_in->	PMID:20696779	0.85
Protein:P11532	-observed_in->	PMID:20696779	0.85
Protein:A0A075B6G3	-observed_in->	PMID:18038587	0.9
Protein:P11532	-observed_in->	PMID:18038587	0.9
Protein:A0A075B6G3	-observed_in->	PMID:16524176	0.94
Protein:P11532	-observed_in->	PMID:16524176	0.94
Protein:A0A075B6G3	-observed_in->	PMID:8012195	0.85
Protein:P11532	-observed_in->	PMID:8012195	0.85
Protein:A0A075B6G3	-observed_in->	PMID:22989906	0.7
Protein:P11532	-observed_in->	PMID:22989906	0.7
Protein:A0A075B6G3	-observed_in->	PMID:26136477	0.9769230769230768
Protein:P11532	-observed_in->	PMID:26136477	0.9769230769230768
Protein:A0A075B6G3	-observed_in->	PMID:31585729	0.7
Protein:P11532	-observed_in->	PMID:31585729	0.7
Protein:A0A075B6G3	-observed_in->	PMID:18581080	0.7
Protein:P11532	-observed_in->	PMID:18581080	0.7
Protein:A0A075B6G3	-observed_in->	PMID:16731649	0.85
Protein:P11532	-observed_in->	PMID:16731649	0.85
Protein:A0A075B6G3	-observed_in->	PMID:16734102	0.7
Protein:P11532	-observed_in->	PMID:16734102	0.7
Protein:A0A075B6G3	-observed_in->	PMID:14609186	0.9
Protein:P11532	-observed_in->	PMID:14609186	0.9
Protein:A0A075B6G3	-observed_in->	PMID:9891591	0.7
Protein:P11532	-observed_in->	PMID:9891591	0.7
Protein:A0A075B6G3	-observed_in->	PMID:16415344	0.7
Protein:P11532	-observed_in->	PMID:16415344	0.7
Protein:A0A075B6G3	-observed_in->	PMID:9589860	0.7
Protein:P11532	-observed_in->	PMID:9589860	0.7
Protein:A0A075B6G3	-observed_in->	PMID:9683584	0.94
Protein:P11532	-observed_in->	PMID:9683584	0.94
Protein:A0A075B6G3	-observed_in->	PMID:15639474	0.925
Protein:P11532	-observed_in->	PMID:15639474	0.925
Protein:A0A075B6G3	-observed_in->	PMID:28623080	0.925
Protein:P11532	-observed_in->	PMID:28623080	0.925
Protein:A0A075B6G3	-observed_in->	PMID:24996370	0.85
Protein:P11532	-observed_in->	PMID:24996370	0.85
Protein:A0A075B6G3	-observed_in->	PMID:10449227	0.94
Protein:P11532	-observed_in->	PMID:10449227	0.94
Protein:A0A075B6G3	-observed_in->	PMID:15963350	0.7
Protein:P11532	-observed_in->	PMID:15963350	0.7
Protein:A0A075B6G3	-observed_in->	PMID:15960177	0.7
Protein:P11532	-observed_in->	PMID:15960177	0.7
Protein:A0A075B6G3	-observed_in->	PMID:17336525	0.85
Protein:P11532	-observed_in->	PMID:17336525	0.85
Protein:A0A075B6G3	-observed_in->	PMID:26803937	0.925
Protein:P11532	-observed_in->	PMID:26803937	0.925
Protein:A0A075B6G3	-observed_in->	PMID:12359139	0.9571428571428572
Protein:P11532	-observed_in->	PMID:12359139	0.9571428571428572
Protein:A0A075B6G3	-observed_in->	PMID:8092287	0.7
Protein:P11532	-observed_in->	PMID:8092287	0.7
Protein:A0A075B6G3	-observed_in->	PMID:21127205	0.7
Protein:P11532	-observed_in->	PMID:21127205	0.7
Protein:A0A075B6G3	-observed_in->	PMID:29067653	0.9
Protein:P11532	-observed_in->	PMID:29067653	0.9
Protein:A0A075B6G3	-observed_in->	PMID:29067654	0.7
Protein:P11532	-observed_in->	PMID:29067654	0.7
Protein:A0A075B6G3	-observed_in->	PMID:16170685	0.7
Protein:P11532	-observed_in->	PMID:16170685	0.7
Protein:A0A075B6G3	-observed_in->	PMID:28269790	0.7
Protein:P11532	-observed_in->	PMID:28269790	0.7
Protein:A0A075B6G3	-observed_in->	PMID:12909325	0.85
Protein:P11532	-observed_in->	PMID:12909325	0.85
Protein:A0A075B6G3	-observed_in->	PMID:29720576	0.7
Protein:P11532	-observed_in->	PMID:29720576	0.7
Protein:A0A075B6G3	-observed_in->	PMID:10762060	0.7
Protein:P11532	-observed_in->	PMID:10762060	0.7
Protein:A0A075B6G3	-observed_in->	PMID:25042693	0.85
Protein:P11532	-observed_in->	PMID:25042693	0.85
Protein:A0A075B6G3	-observed_in->	PMID:15124923	0.7
Protein:P11532	-observed_in->	PMID:15124923	0.7
Protein:A0A075B6G3	-observed_in->	PMID:16204254	0.7
Protein:P11532	-observed_in->	PMID:16204254	0.7
Protein:A0A075B6G3	-observed_in->	PMID:18357777	0.9
Protein:P11532	-observed_in->	PMID:18357777	0.9
Protein:A0A075B6G3	-observed_in->	PMID:1822795	0.85
Protein:P11532	-observed_in->	PMID:1822795	0.85
Protein:A0A075B6G3	-observed_in->	PMID:8682101	0.7
Protein:P11532	-observed_in->	PMID:8682101	0.7
Protein:A0A075B6G3	-observed_in->	PMID:23459935	0.85
Protein:P11532	-observed_in->	PMID:23459935	0.85
Protein:A0A075B6G3	-observed_in->	PMID:26822140	0.7
Protein:P11532	-observed_in->	PMID:26822140	0.7
Protein:A0A075B6G3	-observed_in->	PMID:21273767	0.85
Protein:P11532	-observed_in->	PMID:21273767	0.85
Protein:A0A075B6G3	-observed_in->	PMID:10189375	0.9
Protein:P11532	-observed_in->	PMID:10189375	0.9
Protein:A0A075B6G3	-observed_in->	PMID:16185685	0.94
Protein:P11532	-observed_in->	PMID:16185685	0.94
Protein:A0A075B6G3	-observed_in->	PMID:8505286	0.9727272727272728
Protein:P11532	-observed_in->	PMID:8505286	0.9727272727272728
Protein:A0A075B6G3	-observed_in->	PMID:8502196	0.925
Protein:P11532	-observed_in->	PMID:8502196	0.925
Protein:A0A075B6G3	-observed_in->	PMID:11835379	0.7
Protein:P11532	-observed_in->	PMID:11835379	0.7
Protein:A0A075B6G3	-observed_in->	PMID:7747013	0.85
Protein:P11532	-observed_in->	PMID:7747013	0.85
Protein:A0A075B6G3	-observed_in->	PMID:2074451	0.85
Protein:P11532	-observed_in->	PMID:2074451	0.85
Protein:A0A075B6G3	-observed_in->	PMID:29351619	0.7
Protein:P11532	-observed_in->	PMID:29351619	0.7
Protein:A0A075B6G3	-observed_in->	PMID:25537791	0.85
Protein:P11532	-observed_in->	PMID:25537791	0.85
Protein:A0A075B6G3	-observed_in->	PMID:25557463	0.7
Protein:P11532	-observed_in->	PMID:25557463	0.7
Protein:A0A075B6G3	-observed_in->	PMID:26214262	0.7
Protein:P11532	-observed_in->	PMID:26214262	0.7
Protein:A0A075B6G3	-observed_in->	PMID:10872673	0.7
Protein:P11532	-observed_in->	PMID:10872673	0.7
Protein:A0A075B6G3	-observed_in->	PMID:11386386	0.7
Protein:P11532	-observed_in->	PMID:11386386	0.7
Protein:A0A075B6G3	-observed_in->	PMID:7755293	0.97
Protein:P11532	-observed_in->	PMID:7755293	0.97
Protein:A0A075B6G3	-observed_in->	PMID:19783184	0.85
Protein:P11532	-observed_in->	PMID:19783184	0.85
Protein:A0A075B6G3	-observed_in->	PMID:19783774	0.9
Protein:P11532	-observed_in->	PMID:19783774	0.9
Protein:A0A075B6G3	-observed_in->	PMID:8538707	0.7
Protein:P11532	-observed_in->	PMID:8538707	0.7
Protein:A0A075B6G3	-observed_in->	PMID:20857240	0.85
Protein:P11532	-observed_in->	PMID:20857240	0.85
Protein:A0A075B6G3	-observed_in->	PMID:16476854	0.7
Protein:P11532	-observed_in->	PMID:16476854	0.7
Protein:A0A075B6G3	-observed_in->	PMID:25616416	0.9
Protein:P11532	-observed_in->	PMID:25616416	0.9
Protein:A0A075B6G3	-observed_in->	PMID:19449433	0.85
Protein:P11532	-observed_in->	PMID:19449433	0.85
Protein:A0A075B6G3	-observed_in->	PMID:10904833	0.9
Protein:P11532	-observed_in->	PMID:10904833	0.9
Protein:A0A075B6G3	-observed_in->	PMID:10904835	0.9
Protein:P11532	-observed_in->	PMID:10904835	0.9
Protein:A0A075B6G3	-observed_in->	PMID:10904843	0.95
Protein:P11532	-observed_in->	PMID:10904843	0.95
Protein:A0A075B6G3	-observed_in->	PMID:24486194	0.9625
Protein:P11532	-observed_in->	PMID:24486194	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:10885281	0.7
Protein:P11532	-observed_in->	PMID:10885281	0.7
Protein:A0A075B6G3	-observed_in->	PMID:10885299	0.94
Protein:P11532	-observed_in->	PMID:10885299	0.94
Protein:A0A075B6G3	-observed_in->	PMID:20646909	0.95
Protein:P11532	-observed_in->	PMID:20646909	0.95
Protein:A0A075B6G3	-observed_in->	PMID:10407857	0.94
Protein:P11532	-observed_in->	PMID:10407857	0.94
Protein:A0A075B6G3	-observed_in->	PMID:23667215	0.85
Protein:P11532	-observed_in->	PMID:23667215	0.85
Protein:A0A075B6G3	-observed_in->	PMID:20659664	0.7
Protein:P11532	-observed_in->	PMID:20659664	0.7
Protein:A0A075B6G3	-observed_in->	PMID:20877127	0.95
Protein:P11532	-observed_in->	PMID:20877127	0.95
Protein:A0A075B6G3	-observed_in->	PMID:17508550	0.7
Protein:P11532	-observed_in->	PMID:17508550	0.7
Protein:A0A075B6G3	-observed_in->	PMID:29627002	0.7
Protein:P11532	-observed_in->	PMID:29627002	0.7
Protein:A0A075B6G3	-observed_in->	PMID:2265504	0.85
Protein:P11532	-observed_in->	PMID:2265504	0.85
Protein:A0A075B6G3	-observed_in->	PMID:12025381	0.85
Protein:P11532	-observed_in->	PMID:12025381	0.85
Protein:A0A075B6G3	-observed_in->	PMID:31039133	0.9
Protein:P11532	-observed_in->	PMID:31039133	0.9
Protein:A0A075B6G3	-observed_in->	PMID:24362314	0.7
Protein:P11532	-observed_in->	PMID:24362314	0.7
Protein:A0A075B6G3	-observed_in->	PMID:31049579	0.9571428571428572
Protein:P11532	-observed_in->	PMID:31049579	0.9571428571428572
Protein:A0A075B6G3	-observed_in->	PMID:12632325	0.9
Protein:P11532	-observed_in->	PMID:12632325	0.9
Protein:A0A075B6G3	-observed_in->	PMID:9391120	0.85
Protein:P11532	-observed_in->	PMID:9391120	0.85
Protein:A0A075B6G3	-observed_in->	PMID:9394603	0.7
Protein:P11532	-observed_in->	PMID:9394603	0.7
Protein:A0A075B6G3	-observed_in->	PMID:21304057	0.9
Protein:P11532	-observed_in->	PMID:21304057	0.9
Protein:A0A075B6G3	-observed_in->	PMID:21311896	0.7
Protein:P11532	-observed_in->	PMID:21311896	0.7
Protein:A0A075B6G3	-observed_in->	PMID:11486424	0.925
Protein:P11532	-observed_in->	PMID:11486424	0.925
Protein:A0A075B6G3	-observed_in->	PMID:14745124	0.7
Protein:P11532	-observed_in->	PMID:14745124	0.7
Protein:A0A075B6G3	-observed_in->	PMID:8800037	0.7
Protein:P11532	-observed_in->	PMID:8800037	0.7
Protein:A0A075B6G3	-observed_in->	PMID:10832829	0.9666666666666668
Protein:P11532	-observed_in->	PMID:10832829	0.9666666666666668
Protein:A0A075B6G3	-observed_in->	PMID:19943106	0.7
Protein:P11532	-observed_in->	PMID:19943106	0.7
Protein:A0A075B6G3	-observed_in->	PMID:31378380	0.7
Protein:P11532	-observed_in->	PMID:31378380	0.7
Protein:A0A075B6G3	-observed_in->	PMID:21451578	0.9625
Protein:P11532	-observed_in->	PMID:21451578	0.9625
Protein:A0A075B6G3	-observed_in->	PMID:15831165	0.925
Protein:P11532	-observed_in->	PMID:15831165	0.925
Protein:A0A075B6G3	-observed_in->	PMID:21571532	0.85
Protein:P11532	-observed_in->	PMID:21571532	0.85
Protein:A0A075B6G3	-observed_in->	PMID:19730022	0.925
Protein:P11532	-observed_in->	PMID:19730022	0.925
Protein:A0A075B6G3	-observed_in->	PMID:27225184	0.925
Protein:P11532	-observed_in->	PMID:27225184	0.925
Protein:A0A075B6G3	-observed_in->	PMID:10029346	0.85
Protein:P11532	-observed_in->	PMID:10029346	0.85
Protein:A0A075B6G3	-observed_in->	PMID:23905888	0.7
Protein:P11532	-observed_in->	PMID:23905888	0.7
Protein:A0A075B6G3	-observed_in->	PMID:9618170	0.85
Protein:P11532	-observed_in->	PMID:9618170	0.85
Protein:A0A075B6G3	-observed_in->	PMID:27799523	0.85
Protein:P11532	-observed_in->	PMID:27799523	0.85
Protein:A0A075B6G3	-observed_in->	PMID:9170407	0.94
Protein:P11532	-observed_in->	PMID:9170407	0.94
Protein:A0A075B6G3	-observed_in->	PMID:8361506	0.7
Protein:P11532	-observed_in->	PMID:8361506	0.7
Protein:A0A075B6G3	-observed_in->	PMID:22383709	0.7
Protein:P11532	-observed_in->	PMID:22383709	0.7
Protein:A0A075B6G3	-observed_in->	PMID:28581497	0.7
Protein:P11532	-observed_in->	PMID:28581497	0.7
Protein:A0A075B6G3	-observed_in->	PMID:17217326	0.7
Protein:P11532	-observed_in->	PMID:17217326	0.7
Protein:A0A075B6G3	-observed_in->	PMID:29801751	0.9
Protein:P11532	-observed_in->	PMID:29801751	0.9
Protein:A0A075B6G3	-observed_in->	PMID:20031633	0.97
Protein:P11532	-observed_in->	PMID:20031633	0.97
Protein:A0A075B6G3	-observed_in->	PMID:30275251	0.7
Protein:P11532	-observed_in->	PMID:30275251	0.7
Protein:A0A075B6G3	-observed_in->	PMID:17583724	0.95
Protein:P11532	-observed_in->	PMID:17583724	0.95
Protein:A0A075B6G3	-observed_in->	PMID:29901616	0.7
Protein:P11532	-observed_in->	PMID:29901616	0.7
Protein:A0A075B6G3	-observed_in->	PMID:12796481	0.925
Protein:P11532	-observed_in->	PMID:12796481	0.925
Protein:A0A075B6G3	-observed_in->	PMID:22037736	0.85
Protein:P11532	-observed_in->	PMID:22037736	0.85
Protein:A0A075B6G3	-observed_in->	PMID:22803166	0.7
Protein:P11532	-observed_in->	PMID:22803166	0.7
Protein:A0A075B6G3	-observed_in->	PMID:11297939	0.925
Protein:P11532	-observed_in->	PMID:11297939	0.925
Protein:A0A075B6G3	-observed_in->	PMID:11297940	0.94
Protein:P11532	-observed_in->	PMID:11297940	0.94
Protein:A0A075B6G3	-observed_in->	PMID:30782477	0.85
Protein:P11532	-observed_in->	PMID:30782477	0.85
Protein:A0A075B6G3	-observed_in->	PMID:22052614	0.9
Protein:P11532	-observed_in->	PMID:22052614	0.9
Protein:A0A075B6G3	-observed_in->	PMID:22777417	0.7
Protein:P11532	-observed_in->	PMID:22777417	0.7
